onset	duration	trial_type	weight
2.2671	1.0	abs_coh	38.5714
5.2671	1.0	abs_coh	38.5714
8.2671	1.0	abs_coh	38.5714
12.5171	1.0	abs_coh	38.5714
15.5161	1.0	abs_coh	-1.4286
22.2661	1.0	abs_coh	-21.4286
26.0161	1.0	abs_coh	-21.4286
31.0161	1.0	abs_coh	-31.4286
35.5161	1.0	abs_coh	-1.4286
39.0161	1.0	abs_coh	-21.4286
44.7661	1.0	abs_coh	-21.4286
51.5161	1.0	abs_coh	-21.4286
55.5161	1.0	abs_coh	38.5714
64.5151	1.0	abs_coh	-1.4286
68.5151	1.0	abs_coh	-1.4286
75.0151	1.0	abs_coh	-31.4286
81.7651	1.0	abs_coh	38.5714
87.2651	1.0	abs_coh	38.5714
91.0151	1.0	abs_coh	-31.4286
95.5151	1.0	abs_coh	-21.4286
100.2642	1.0	abs_coh	-31.4286
104.7642	1.0	abs_coh	-21.4286
111.2642	1.0	abs_coh	38.5714
115.0142	1.0	abs_coh	-21.4286
118.2642	1.0	abs_coh	-1.4286
127.0142	1.0	abs_coh	-1.4286
131.0142	1.0	abs_coh	-1.4286
134.0142	1.0	abs_coh	-1.4286
141.0132	1.0	abs_coh	-1.4286
145.0132	1.0	abs_coh	-21.4286
153.5132	1.0	abs_coh	-31.4286
156.7632	1.0	abs_coh	-21.4286
165.0132	1.0	abs_coh	-21.4286
175.0122	1.0	abs_coh	-1.4286
178.5132	1.0	abs_coh	-21.4286
183.7622	1.0	abs_coh	-1.4286
187.0122	1.0	abs_coh	-21.4286
190.7622	1.0	abs_coh	-31.4286
193.7622	1.0	abs_coh	38.5714
197.7622	1.0	abs_coh	38.5714
202.2622	1.0	abs_coh	-21.4286
205.5122	1.0	abs_coh	38.5714
208.5122	1.0	abs_coh	38.5714
216.2607	1.0	abs_coh	38.5714
223.0107	1.0	abs_coh	-1.4286
227.7607	1.0	abs_coh	-1.4286
236.5107	1.0	abs_coh	-21.4286
240.0107	1.0	abs_coh	-31.4286
244.5107	1.0	abs_coh	38.5714
249.7607	1.0	abs_coh	38.5714
254.0107	1.0	abs_coh	-21.4286
259.5098	1.0	abs_coh	-1.4286
263.7598	1.0	abs_coh	38.5714
268.5098	1.0	abs_coh	-1.4286
273.5103	1.0	abs_coh	-31.4286
280.7603	1.0	abs_coh	-1.4286
286.7603	1.0	abs_coh	-1.4286
291.2603	1.0	abs_coh	-31.4286
298.2593	1.0	abs_coh	-21.4286
301.5093	1.0	abs_coh	-21.4286
307.5093	1.0	abs_coh	-1.4286
311.5093	1.0	abs_coh	38.5714
316.0093	1.0	abs_coh	38.5714
325.2593	1.0	abs_coh	-1.4286
328.2593	1.0	abs_coh	-31.4286
333.2593	1.0	abs_coh	-21.4286
338.0083	1.0	abs_coh	38.5714
342.2583	1.0	abs_coh	-1.4286
347.0083	1.0	abs_coh	-21.4286
351.5083	1.0	abs_coh	-21.4286
357.7583	1.0	abs_coh	-1.4286
365.7583	1.0	abs_coh	38.5714
368.7583	1.0	abs_coh	38.5714
375.0073	1.0	abs_coh	-1.4286
378.2573	1.0	abs_coh	38.5714
384.7573	1.0	abs_coh	-21.4286
390.5073	1.0	abs_coh	-21.4286
395.5073	1.0	abs_coh	38.5714
398.7573	1.0	abs_coh	-21.4286
404.2573	1.0	abs_coh	-1.4286
407.5073	1.0	abs_coh	-1.4286
411.0073	1.0	abs_coh	-31.4286
416.5073	1.0	abs_coh	-31.4286
422.2573	1.0	abs_coh	38.5714
