onset	duration	trial_type	weight
1.2656	1.0	abs_coh	38.5714
7.5156	1.0	abs_coh	-21.4286
13.7656	1.0	abs_coh	-21.4286
16.7656	1.0	abs_coh	-21.4286
20.0156	1.0	abs_coh	-31.4286
24.7656	1.0	abs_coh	38.5714
33.0156	1.0	abs_coh	-21.4286
40.0156	1.0	abs_coh	-1.4286
44.7656	1.0	abs_coh	-21.4286
48.7656	1.0	abs_coh	-1.4286
52.5156	1.0	abs_coh	38.5714
57.2656	1.0	abs_coh	38.5714
60.5156	1.0	abs_coh	38.5714
65.0137	1.0	abs_coh	-1.4286
70.7637	1.0	abs_coh	-1.4286
74.2637	1.0	abs_coh	-21.4286
79.5137	1.0	abs_coh	-1.4286
86.2637	1.0	abs_coh	-31.4286
89.5137	1.0	abs_coh	-1.4286
94.0137	1.0	abs_coh	-1.4286
101.7637	1.0	abs_coh	-21.4286
105.5137	1.0	abs_coh	-1.4286
111.5137	1.0	abs_coh	-21.4286
115.0137	1.0	abs_coh	38.5714
119.0137	1.0	abs_coh	38.5714
125.7637	1.0	abs_coh	38.5714
132.7637	1.0	abs_coh	-31.4286
137.0137	1.0	abs_coh	-31.4286
145.5117	1.0	abs_coh	-21.4286
149.7617	1.0	abs_coh	-1.4286
153.7617	1.0	abs_coh	-1.4286
157.0117	1.0	abs_coh	-21.4286
160.2617	1.0	abs_coh	-21.4286
170.2617	1.0	abs_coh	-31.4286
175.2617	1.0	abs_coh	38.5714
179.2617	1.0	abs_coh	-31.4286
182.5117	1.0	abs_coh	-1.4286
186.2617	1.0	abs_coh	38.5714
189.5117	1.0	abs_coh	38.5714
193.7617	1.0	abs_coh	-21.4286
198.5117	1.0	abs_coh	-1.4286
208.0117	1.0	abs_coh	38.5714
211.7617	1.0	abs_coh	38.5714
218.2617	1.0	abs_coh	-1.4286
223.5098	1.0	abs_coh	-1.4286
228.7598	1.0	abs_coh	-21.4286
232.7598	1.0	abs_coh	-21.4286
237.0098	1.0	abs_coh	-21.4286
241.5098	1.0	abs_coh	-31.4286
249.5098	1.0	abs_coh	38.5714
254.0098	1.0	abs_coh	38.5714
257.0098	1.0	abs_coh	-31.4286
263.7598	1.0	abs_coh	-1.4286
268.0098	1.0	abs_coh	-1.4286
276.0098	1.0	abs_coh	-21.4286
282.5098	1.0	abs_coh	38.5714
286.2598	1.0	abs_coh	38.5714
289.5098	1.0	abs_coh	38.5714
293.7598	1.0	abs_coh	38.5714
300.0078	1.0	abs_coh	-1.4286
304.0078	1.0	abs_coh	-21.4286
308.7578	1.0	abs_coh	-31.4286
316.5078	1.0	abs_coh	38.5714
321.0078	1.0	abs_coh	-1.4286
326.5078	1.0	abs_coh	-21.4286
330.7578	1.0	abs_coh	-1.4286
336.7578	1.0	abs_coh	-31.4286
340.0078	1.0	abs_coh	-21.4286
343.7578	1.0	abs_coh	38.5714
350.2578	1.0	abs_coh	-1.4286
353.7578	1.0	abs_coh	-21.4286
362.7578	1.0	abs_coh	-1.4286
368.7578	1.0	abs_coh	-21.4286
374.2578	1.0	abs_coh	38.5714
379.2559	1.0	abs_coh	-21.4286
385.7559	1.0	abs_coh	-31.4286
389.5059	1.0	abs_coh	-1.4286
394.5059	1.0	abs_coh	-31.4286
399.7559	1.0	abs_coh	-1.4286
404.7559	1.0	abs_coh	38.5714
408.7559	1.0	abs_coh	-21.4286
413.7559	1.0	abs_coh	-1.4286
418.0059	1.0	abs_coh	38.5714
425.5059	1.0	abs_coh	-21.4286
