onset	duration	trial_type	weight
24.025	1	faces_nontarget_rtparam	0.10099999999999999
26.01	1	faces_nontarget_rtparam	0.025
28.01	1	faces_nontarget_rtparam	0.032
30.011	1	faces_nontarget_rtparam	-0.051
32.012	1	faces_target_rtparam	-0.03
34.013000000000005	1	faces_nontarget_rtparam	0.079
36.014	1	faces_dist_nbackparam	-0.444
56.005	1	scene_junk_ons	1
58.006	1	scene_nontarget_nbackparam	0.455
60.007	1	scene_junk_ons	1
62.008	1	scene_nontarget_nbackparam	0.455
64.009	1	scene_junk_ons	1
68.027	1	faces_nontarget_rtparam	0.155
70.01100000000001	1	faces_dist_nbackparam	0.556
72.012	1	faces_junk_ons	1
74.013	1	faces_nontarget_rtparam	0.031
76.014	1	faces_nontarget_rtparam	-0.023
78.014	1	faces_dist_nbackparam	0.556
82.016	1	faces_nontarget_rtparam	0.01
84.01700000000001	1	faces_nontarget_rtparam	-0.039
86.01799999999999	1	faces_target_rtparam	0.055
90.01899999999999	1	scene_nontarget_nbackparam	-0.545
92.02	1	scene_nontarget_nbackparam	-0.545
94.021	1	scene_junk_ons	1
96.005	1	scene_junk_ons	1
98.006	1	scene_nontarget_nbackparam	-0.545
100.007	1	scene_nontarget_nbackparam	-0.545
102.008	1	scene_dist_rtparam	-0.16399999999999998
104.008	1	scene_target_nbackparam	-0.33299999999999996
106.009	1	scene_nontarget_nbackparam	-0.545
108.01	1	scene_nontarget_nbackparam	-0.545
176.021	1	faces_nontarget_rtparam	-0.149
178.02200000000002	1	faces_target_rtparam	-0.035
180.023	1	faces_nontarget_rtparam	-0.064
182.024	1	faces_target_rtparam	-0.009000000000000001
184.025	1	faces_dist_nbackparam	-0.444
186.025	1	faces_dist_nbackparam	-0.444
188.02599999999998	1	faces_target_rtparam	0.024
190.01	1	faces_nontarget_rtparam	-0.047
192.011	1	faces_target_rtparam	0.07200000000000001
194.012	1	faces_target_rtparam	0.046
198.014	1	scene_nontarget_nbackparam	0.455
200.014	1	scene_nontarget_nbackparam	0.455
202.015	1	scene_target_nbackparam	0.667
204.016	1	scene_nontarget_nbackparam	0.455
206.017	1	scene_dist_rtparam	0.085
208.018	1	scene_target_nbackparam	0.667
210.019	1	scene_nontarget_nbackparam	0.455
212.019	1	scene_nontarget_nbackparam	0.455
214.02	1	scene_nontarget_nbackparam	0.455
216.021	1	scene_target_nbackparam	0.667
220.023	1	faces_nontarget_rtparam	0.247
222.024	1	faces_nontarget_rtparam	-0.052000000000000005
224.024	1	faces_target_rtparam	-0.0
226.025	1	faces_nontarget_rtparam	-0.008
228.02599999999998	1	faces_nontarget_rtparam	0.201
232.011	1	faces_nontarget_rtparam	0.243
236.013	1	faces_dist_nbackparam	0.556
242.015	1	scene_nontarget_nbackparam	-0.545
244.016	1	scene_nontarget_nbackparam	-0.545
248.017	1	scene_nontarget_nbackparam	-0.545
250.018	1	scene_target_nbackparam	-0.33299999999999996
252.019	1	scene_nontarget_nbackparam	-0.545
254.02	1	scene_nontarget_nbackparam	-0.545
256.02099999999996	1	scene_dist_rtparam	-0.20800000000000002
258.022	1	scene_junk_ons	1
260.022	1	scene_nontarget_nbackparam	-0.545
328.017	1	faces_nontarget_rtparam	-0.038
330.01800000000003	1	faces_nontarget_rtparam	-0.147
332.019	1	faces_nontarget_rtparam	0.031
334.019	1	faces_nontarget_rtparam	0.047
338.02099999999996	1	faces_dist_nbackparam	-0.444
340.022	1	faces_nontarget_rtparam	-0.005
342.023	1	faces_dist_nbackparam	-0.444
344.024	1	faces_nontarget_rtparam	0.036000000000000004
346.024	1	faces_nontarget_rtparam	-0.013000000000000001
350.009	1	scene_nontarget_nbackparam	0.455
352.01	1	scene_dist_rtparam	0.012
354.01099999999997	1	scene_nontarget_nbackparam	0.455
356.01199999999994	1	scene_junk_ons	1
358.01300000000003	1	scene_nontarget_nbackparam	0.455
360.014	1	scene_nontarget_nbackparam	0.455
362.014	1	scene_nontarget_nbackparam	0.455
364.015	1	scene_junk_ons	1
366.01599999999996	1	scene_nontarget_nbackparam	0.455
368.017	1	scene_dist_rtparam	-0.061
372.01800000000003	1	faces_nontarget_rtparam	-0.09699999999999999
374.019	1	faces_nontarget_rtparam	-0.064
376.02	1	faces_nontarget_rtparam	-0.125
378.02099999999996	1	faces_target_rtparam	-0.124
380.022	1	faces_nontarget_rtparam	-0.052000000000000005
382.023	1	faces_nontarget_rtparam	-0.10400000000000001
384.023	1	faces_nontarget_rtparam	-0.12300000000000001
386.024	1	faces_dist_nbackparam	0.556
388.025	1	faces_nontarget_rtparam	-0.057999999999999996
390.026	1	faces_nontarget_rtparam	0.02
394.01099999999997	1	scene_nontarget_nbackparam	-0.545
396.01199999999994	1	scene_target_nbackparam	-0.33299999999999996
398.01199999999994	1	scene_nontarget_nbackparam	-0.545
400.01300000000003	1	scene_nontarget_nbackparam	-0.545
402.014	1	scene_dist_rtparam	-0.11800000000000001
404.015	1	scene_nontarget_nbackparam	-0.545
406.01599999999996	1	scene_nontarget_nbackparam	-0.545
408.017	1	scene_target_nbackparam	-0.33299999999999996
410.017	1	scene_dist_rtparam	-0.35600000000000004
412.01800000000003	1	scene_nontarget_nbackparam	-0.545
